PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,Population<br>Served Count,Number of Facilities,Number of Violations,Number of Site Visits
IA5285896,PLUM CREEK BOUTIQUE DANCE MOR,Transient non-community system,Ground water,Johnson,SWISHER,160,5,0,0
IA1940827,PLUM CREEK GOLF CLUB,Transient non-community system,Ground water,Chickasaw,FREDERICKSBURG,25,10,42,22
IA0330203,PORTSIDE ONE STOP,Transient non-community system,Ground water,Allamakee,HARPERS FERRY,25,8,0,1
IA4515902,PRAIRIES EDGE NATURE CENTER,Transient non-community system,Ground water,Howard,CRESCO,150,8,2,23
IA4965201,PRESTON VALLEY GOLF,Transient non-community system,Ground water,Jackson,PRESTON,100,7,50,8
IA5751401,PROSPECT MEADOWS,Transient non-community system,Ground water,Linn,MARION,54,6,1,3
IA9630466,PULPIT ROCK CAMP GROUNDS,Transient non-community system,Ground water,Winneshiek,DECORAH,112,5,2,22
IA7853801,QUAIL RUN COUNTRY CLUB,Transient non-community system,Ground water,Pottawattamie,NEOLA,45,4,14,8
IA4525781,QUAMS GOOD TIMES BAR & GRILL,Transient non-community system,Ground water,Howard,ELMA,30,5,6,22
IA2843706,R PLACE,Transient non-community system,Ground water,Delaware,MASONVILLE,25,6,5,21
IA3759487,RACCOON RIVER BIBLE CAMP,Transient non-community system,Ground water,Greene,SCRANTON,83,8,10,9
IA2242205,RAUSCH PETROLEM LIMITED CO,Transient non-community system,Ground water,Clayton,GUTTENBERG,89,6,10,5
IA0300617,RED BARN RESORT AND CAMPGROUND LLC,Transient non-community system,Ground water,Allamakee,LANSING,71,5,22,7
IA5260202,RENEES ROADHOUSE,Transient non-community system,Ground water,Johnson,OXFORD,52,5,51,23
IA3126203,RHODYS,Transient non-community system,Ground water,Dubuque,DUBUQUE,84,6,33,8
IA9545202,RICE LAKE GOLF & COUNTRY CLUB,Transient non-community system,Ground water,Winnebago,LAKE MILLS,100,6,59,22
IA5792555,RIDGE HAVEN INC,Transient non-community system,Ground water,Buchanan,WALKER,54,7,15,8
IA1967402,RIVER RANCH CAMPING INC,Transient non-community system,Ground water,Chickasaw,NASHUA,37,6,8,22
IA5502814,RIVER ROAD GOLF CLUB,Transient non-community system,Ground water,Kossuth,ALGONA,90,7,21,23
IA0330202,RIVER RUN PUB & GRUB,Transient non-community system,Ground water,Allamakee,HARPERS FERRY,40,6,16,8
IA3371401,RIVER VALLEY CAMPGROUND,Transient non-community system,Ground water,Fayette,WADENA,27,6,1,2
IA8584401,RIVERSIDE LUTHERAN BIBLE CAMP,Transient non-community system,Ground water,Hamilton,STORY CITY,320,14,16,11
IA5343401,RIVERVIEW RIDGE CAMPGROUNDS,Transient non-community system,Ground water,"Dubuque, Jones",CASCADE,80,11,4,2
IA2322446,ROCK CREEK MARINA & CAMPGROUND,Transient non-community system,Ground water,Clinton,CAMANCHE,52,9,16,10
IA1769767,ROCK FALLS LOUNGE,Transient non-community system,Ground water,Cerro Gordo,ROCK FALLS,80,7,33,22
IA4236201,ROCK N ROW ADVENTURES,Transient non-community system,Ground water,Hardin,ELDORA,44,4,4,19
IA2817710,"ROCKY NOOK ASSOCIATION, INC.",Transient non-community system,Ground water,Delaware,DELHI,50,9,47,21
IA3130886,ROLLING KNOLLS GOLF COURSE,Transient non-community system,Ground water,Dubuque,DYERSVILLE,118,6,24,8
IA6525204,ROMANTIX INC,Transient non-community system,Ground water,Mills,COUNCIL BLUFFS,204,4,27,2
IA1253805,ROUND GROVE GOLF & COUNTRY CLUB,Transient non-community system,Ground water,Butler,GREENE,87,5,22,19
IA5282201,SADDLEBACK RIDGE GOLF COURSE,Transient non-community system,Ground water,Johnson,SOLON,100,6,1,9
IA5731801,SAINT JOHN XXIII CATHOLIC CHURCH,Transient non-community system,Ground water,Linn,FAIRFAX,233,6,1,16
IA3183596,SAINT PETER & PAUL PARISH - SHERRIL,Transient non-community system,Ground water,Dubuque,SHERRILL,200,5,24,8
IA5343805,SAINTS PETER & PAUL LUTHERAN CHURCH,Transient non-community system,Ground water,Jones,MONTICELLO,45,6,45,15
IA9721883,SALEM LUTHERAN CHURCH CORRECTIONVILLE,Transient non-community system,Ground water,Woodbury,CORRECTIONVILLE,35,8,18,9
IA9909306,SANDY BEACH WELL ASSOCIATION,Transient non-community system,Ground water,Wright,CLARION,41,5,1,11
IA0330302,SANDY POINT CONDOMINIUMS,Transient non-community system,Ground water,Allamakee,HARPERS FERRY,60,5,0,3
IA4535801,SARATOGA COMMUNITY CHURCH,Transient non-community system,Ground water,Howard,LIME SPRINGS,80,8,39,16
IA7048901,SAULSBURY BR-EDUCATIONAL CTR.,Transient non-community system,Ground water,Muscatine,MUSCATINE,62,11,5,9
IA5331202,SAVOR THE BARN LLC,Transient non-community system,Ground water,Jones,LANGWORTHY,25,4,9,8
IA5200830,SCALES POINTE,Transient non-community system,Ground water,Johnson,NORTH LIBERTY,71,8,45,22
IA0385401,SCENIC VIEW CAMPGROUND,Transient non-community system,Ground water,Allamakee,ROSSVILLE,240,6,19,7
IA3130863,SCHERRMANNS IMPLEMENT AND APPLIANCE INC,Transient non-community system,Ground water,Dubuque,DYERSVILLE,48,9,43,6
IA5307202,SCOOTERS,Transient non-community system,Ground water,Jones,ANAMOSA,125,4,21,12
IA8251401,SCOTT CO PK - BALD EAGLE CAMPGROUND,Transient non-community system,Ground water,Scott,LONG GROVE,108,5,1,18
IA8251901,SCOTT CO PK - WEST LAKE-PARK TERRACE,Transient non-community system,Ground water,Scott,LONG GROVE,150,7,9,21
IA8251998,SCOTT CO PK-INCAHIAS,Transient non-community system,Ground water,Scott,LONG GROVE,157,5,7,21
IA8251995,SCOTT CO PK-NATURE CENTER,Transient non-community system,Ground water,Scott,LONG GROVE,62,6,2,21
IA8251999,SCOTT CO PK-PINE GROVE,Transient non-community system,Ground water,Scott,LONG GROVE,150,5,13,22
IA8251996,SCOTT CO PK-POOL,Transient non-community system,Ground water,Scott,LONG GROVE,437,5,6,21
IA8251993,SCOTT CO PK-SAC FOX,Transient non-community system,Ground water,Scott,LONG GROVE,99,5,4,21
IA8251994,SCOTT CO PK-WHISPERING PINES,Transient non-community system,Ground water,Scott,LONG GROVE,102,5,1,21
IA8251907,SCOTT CO PK-WOODSIDE CAMPGROUND,Transient non-community system,Ground water,Scott,LONG GROVE,30,5,0,1
IA8251903,SCOTT CO-BUFFALO SHORES,Transient non-community system,Ground water,Scott,LONG GROVE,150,5,8,20
IA8225445,SCOTT CO-WAPSI RIVER ENVIRON ED CTR,Transient non-community system,Ground water,Scott,DIXON,44,6,2,19
IA8251900,SCOTT CO-WEST LAKE SUMMIT CAMPGROUND,Transient non-community system,Ground water,Scott,LONG GROVE,150,9,9,22
IA8251905,SCOTT CO-WILDERNESS CAMPGROUND,Transient non-community system,Ground water,Scott,LONG GROVE,163,5,0,22
IA8251906,SCOTT CO. CONSERVATION BD-CLUB HOUSE,Transient non-community system,Ground water,Scott,LONG GROVE,220,5,1,21
IA2232201,SEARS 66 SERVICE,Transient non-community system,Ground water,Clayton,GARBER,28,9,13,4
IA7048488,SHADY CREEK PUBLIC USE AREA 1,Transient non-community system,Ground water,Muscatine,MUSCATINE,62,5,8,9
IA5225206,SHARPLESS AUCTIONS,Transient non-community system,Ground water,Johnson,IOWA CITY,27,5,4,19
IA5307802,SHOPS ABOVE THE WAPSI,Transient non-community system,Ground water,Jones,ANAMOSA,65,6,4,3
IA9630882,"SILVERCREST GOLF & COUNTRY CLUB, INC.",Transient non-community system,Ground water,Winneshiek,DECORAH,88,11,37,21
IA8270201,SLABYS BAR AND GRILL,Transient non-community system,Ground water,Scott,PLAIN VIEW,27,6,30,18
IA4155201,SLIPPERY ELM GOLF COURSE,Transient non-community system,Ground water,Hancock,KLEMME,50,5,13,25
IA4349801,SMALLS FRUIT FARM INC,Transient non-community system,Ground water,Harrison,MONDAMIN,26,5,20,6
IA5510901,SMITH LAKE PARK,Transient non-community system,Ground water,Kossuth,ALGONA,55,11,9,23
IA3198799,SNK GAS AND FOOD LLC,Transient non-community system,Ground water,Jackson,ZWINGLE,50,8,34,8
IA5731203,SOBASKI REAL ESTATE,Transient non-community system,Ground water,Linn,FAIRFAX,120,5,0,1
IA2268785,SOME PLACE BAR & GRILL,Transient non-community system,Ground water,Clayton,NORTH BUENA VISTA,30,6,9,7
IA9855403,SORBO FAMILY CAMPGROUND,Transient non-community system,Ground water,Worth,NORTHWOOD,36,5,10,19
IA9615867,SOUTH WINN GOLF CLUB,Transient non-community system,Ground water,Winneshiek,CALMAR,218,5,13,21
IA0330706,SPILLWAY,Transient non-community system,Ground water,Allamakee,HARPERS FERRY,50,6,15,7
IA1970928,SPLIT ROCK PARK,Transient non-community system,Ground water,Chickasaw,NEW HAMPTON,52,5,14,22
IA2258443,SPOOK CAVE AND CAMPGROUND,Transient non-community system,Ground water,Clayton,MCGREGOR,118,17,7,8
IA0385201,SPORTSMENS CLUB (ROSSVILLE),Transient non-community system,Ground water,Allamakee,ROSSVILLE,45,6,10,5
IA2909461,SPRING LAKE CAMPGROUND,Transient non-community system,Ground water,Des Moines,BURLINGTON,25,13,27,8
IA7048438,SPRING VALLEY BIBLE CAMP,Transient non-community system,Ground water,Muscatine,MUSCATINE,80,6,11,9
IA4647201,SPRING VALLEY GOLF CLUB,Transient non-community system,Ground water,Kossuth,LIVERMORE,51,8,3,24
IA3937934,SPRINGBROOK STATE PARK-MAIN SYSTEM,Transient non-community system,Ground water,Guthrie,GUTHRIE CENTER,67,12,12,7
IA4910404,SPRUCE CREEK PARK # 5,Transient non-community system,Ground water,Jackson,BELLEVUE,43,6,13,7
IA3130809,SS PETER & PAUL CHURCH (PETERSBURG),Transient non-community system,Ground water,Delaware,DYERSVILLE,153,6,30,11
IA8251801,ST ANNS CATHOLIC CHURCH,Transient non-community system,Ground water,Scott,LONG GROVE,200,10,8,18
IA3183592,ST FRANCIS CATHOLIC CHURCH,Transient non-community system,Ground water,Dubuque,SHERRILL,42,6,19,9
IA4130801,ST JOHN LUTHERAN CHURCH,Transient non-community system,Ground water,Hancock,GARNER,98,5,35,16
IA1253853,ST JOHNS LUTHERAN CHURCH,Transient non-community system,Ground water,Butler,GREENE,52,5,32,21
IA4830811,ST JOHNS LUTHERAN CHURCH (HOMESTEAD),Transient non-community system,Ground water,Iowa,HOMESTEAD,38,7,1,9
IA3420503,ST MARYS CHURCH,Transient non-community system,Ground water,Floyd,MARBLE ROCK,25,6,19,23
IA7820802,ST PAULS EVANGELICAL COUNTRY CHURCH,Transient non-community system,Ground water,Pottawattamie,COUNCIL BLUFFS,49,4,4,5
IA4525801,ST PAULS MAPLE LEAF LUTHERAN CHURCH,Transient non-community system,Ground water,Howard,ELMA,90,4,2,13
IA6682801,ST PETER LUTHERAN CHURCH,Transient non-community system,Ground water,Mitchell,TOETERVILLE,188,6,24,18
IA5720801,ST STEPHENS CATHOLIC CHURCH,Transient non-community system,Ground water,Linn,CENTRAL CITY,103,6,3,13
IA6549801,ST. JOHN LUTH. CHURCH (MINEOLA),Transient non-community system,Ground water,Mills,MINEOLA,25,4,18,9
IA3368890,ST. LUKE CHURCH,Transient non-community system,Ground water,Fayette,SAINT LUCAS,72,6,5,21
IA5307201,STONE CITY GENERAL STORE PUB,Transient non-community system,Ground water,Jones,ANAMOSA,108,4,25,14
IA9778966,STONE STATE PARK,Transient non-community system,Ground water,Woodbury,SIOUX CITY,150,10,8,8
IA5221208,STRINGTOWN GROCERY,Transient non-community system,Ground water purchased,Johnson,KALONA,89,7,17,10
IA3509753,STUMBLE INN,Transient non-community system,Ground water,Franklin,BRADFORD,46,5,8,19
IA3126887,SUN DOWN SKI RESORT,Transient non-community system,Ground water,Dubuque,DUBUQUE,685,6,5,8
IA6663201,SUNNY BRAE GOLF & COUNTRY CLUB,Transient non-community system,Ground water,Mitchell,OSAGE,63,7,30,23
IA4070205,SUPER 8 WILLIAMS,Transient non-community system,Ground water,Hamilton,WILLIAMS,28,8,6,24
IA9525202,SUPER BOWL,Transient non-community system,Ground water,Winnebago,FOREST CITY,110,6,1,21
IA5282202,SUTLIFF HOLDINGS LLC,Transient non-community system,Ground water purchased,Johnson,LISBON,250,4,1,0
IA3405201,SWARTZROCK IMPLEMENT CO INC,Transient non-community system,Ground water,Floyd,CHARLES CITY,37,5,8,11
IA3126941,SWISS VALLEY NATURE CENTER,Transient non-community system,Ground water,Dubuque,DUBUQUE,363,5,10,8
IA3126942,SWISS VALLEY PARK,Transient non-community system,Ground water,Dubuque,DUBUQUE,183,10,5,8
IA5307203,TEDDYS BARN AND GRILL,Transient non-community system,Ground water,Jones,ANAMOSA,100,4,0,11
IA1957201,THE BALK TANK,Transient non-community system,Ground water,Chickasaw,LAWLER,25,7,31,17
IA9506200,THE BARN (BUFFALO CENTER),Transient non-community system,Ground water,Winnebago,BUFFALO CENTER,60,6,7,23
IA3183722,THE BARN (SHERRILL),Transient non-community system,Ground water,Dubuque,SHERRILL,64,6,26,10
IA5225210,THE CELEBRATION FARM LLC,Transient non-community system,Ground water,Johnson,IOWA CITY,25,4,3,11
IA9630205,THE COUNTRY EXPRESS,Transient non-community system,Ground water,Winneshiek,DECORAH,515,6,1,20
IA4333201,THE FENCE POST,Transient non-community system,Ground water,Harrison,LITTLE SIOUX,25,6,3,2
IA5377727,THE GROVE,Transient non-community system,Ground water,Jones,SCOTCH GROVE,31,8,46,12
IA5343202,THE HILLSIDE BAR & GRILL,Transient non-community system,Ground water,Jones,MONTICELLO,92,6,36,16
IA4955725,THE HOP AT CANTON LLC,Transient non-community system,Ground water,Jackson,MONMOUTH,35,5,91,7
IA8258702,THE LUCKY FROG BAR & GRILL,Transient non-community system,Ground water,Scott,MCCAUSLAND,25,7,2,15
IA0398201,THE OLD ROSSVILLE STORE,Transient non-community system,Ground water,Allamakee,WAUKON,55,6,8,7
IA1211739,THE OUTPOST (DBA),Transient non-community system,Ground water,Butler,AREDALE,31,5,30,16
IA6525203,THE PLAYHOUSE THEATRE,Transient non-community system,Ground water,Mills,GLENWOOD,55,4,55,6
IA4303201,THE TWISTED TAIL,Transient non-community system,Ground water,Harrison,BEEBEETOWN,85,6,1,2
IA9637201,THE ZIPPER,Transient non-community system,Ground water,Winneshiek,FESTINA,35,7,95,22
IA9525901,THORPE PARK-WINNEBAGO CONSERVATION,Transient non-community system,Ground water,Winnebago,FOREST CITY,60,5,13,16
IA4213203,THREE DAYS GRILLE & SALOON,Transient non-community system,Ground water,Hardin,OWASA,27,5,27,16
IA1037201,THREE ELMS GOLF COURSE,Transient non-community system,Ground water,Buchanan,INDEPENDENCE,29,6,9,24
IA9525401,THREE FINGERS CAMPGROUND,Transient non-community system,Ground water,Winnebago,FOREST CITY,252,6,2,16
IA6715711,"TIMBER RIDGE LODGE RECREATION, LTD.",Transient non-community system,Ground water,Monona,CASTANA,250,10,11,7
IA3126883,TIMBERLINE GOLF COURSE INC.,Transient non-community system,Ground water,Dubuque,PEOSTA,130,6,45,8
IA4289201,TIMBERS EDGE WEDDING & EVENT CENTRE,Transient non-community system,Ground water,Hardin,STEAMBOAT ROCK,300,6,2,1
IA6549201,TOBEY JACKS MINEOLA STEAK HOUSE,Transient non-community system,Ground water,Mills,MINEOLA,102,4,7,7
IA3420403,TOSANAK RECREATION AREA,Transient non-community system,Ground water,Floyd,MARBLE ROCK,151,5,6,22
IA7820204,TOWN & COUNTRY AQUA CLUB,Transient non-community system,Ground water,Pottawattamie,COUNCIL BLUFFS,30,4,45,9
IA3122201,TOWN CLOCK,Transient non-community system,Ground water,Dubuque,CENTRALIA,158,6,6,2
IA8681200,TRAER GOLF & COUNTRY CLUB,Transient non-community system,Ground water,Tama,TRAER,42,5,9,18
IA3050472,TREASURE VILLAGE INC,Transient non-community system,Ground water,Dickinson,MILFORD,70,7,3,5
IA2254844,TRI-CITY GOLF CLUB,Transient non-community system,Ground water,Clayton,MONONA,26,6,9,8
IA3126802,TRI-STATE COMMUNITY CHURCH,Transient non-community system,Ground water,Dubuque,DUBUQUE,100,6,1,5
IA2825201,TRI-STATE RACEWAY,Transient non-community system,Ground water,Delaware,EARLVILLE,27,6,4,19
IA5715204,TRIPLE PLAY LLC,Transient non-community system,Ground water,Linn,CEDAR RAPIDS,400,5,50,13
IA5786801,TROY MILLS CHRISTIAN CHURCH,Transient non-community system,Ground water,Linn,TROY MILLS,45,4,0,3
IA5786201,TROY STORE,Transient non-community system,Ground water,Linn,TROY MILLS,502,5,4,17
IA5225208,TURF MASTERS LAWN & LANDSCAPE,Transient non-community system,Ground water,Johnson,IOWA CITY,40,5,13,19
IA2839902,TURTLE CREEK PARK - DELAWARE C.C.B.,Transient non-community system,Ground water,Delaware,MANCHESTER,27,6,4,21
IA3218902,TUTTLE LAKE-EMMET CONSERVATION,Transient non-community system,Ground water,Emmet,ESTHERVILLE,75,8,5,9
IA2839901,TWIN BRIDGES PARK - DELAWARE C.C.B.,Transient non-community system,Ground water,Delaware,MANCHESTER,61,7,2,20
IA1376201,TWIN LAKES GOLF CLUB,Transient non-community system,Ground water,Calhoun,ROCKWELL CITY,39,9,0,5
IA1716424,TWIN OAK CAMP GROUND,Transient non-community system,Ground water,Cerro Gordo,CLEAR LAKE,54,6,8,21
IA1970403,TWIN PONDS WEST - CHICKASAW CCB,Transient non-community system,Ground water,Chickasaw,NEW HAMPTON,75,6,17,20
IA9630401,TWIN SPRINGS CAMP AREA,Transient non-community system,Ground water,Winneshiek,DECORAH,32,8,4,22
IA9630211,"TWIN SPRINGS SUPPER CLUB, L.L.C.",Transient non-community system,Ground water,Winneshiek,DECORAH,52,5,4,15
IA5715214,TWISTERS GYMNASTICS INC,Transient non-community system,Ground water,Linn,CEDAR RAPIDS,82,6,4,7
IA9606201,UNDER THE STARS AT CHIMNEY ROCK CG LLC,Transient non-community system,Ground water,Winneshiek,BLUFFTON,33,8,15,19
IA9233802,UPPER DEER CREEK CHURCH,Transient non-community system,Ground water,Iowa,KALONA,200,5,1,7
IA0300648,UPPER IOWA RESORT & RENTAL,Transient non-community system,Ground water,Allamakee,DORCHESTER,135,12,24,8
IA2326848,VALLEY OAKS,Transient non-community system,Ground water,Clinton,CLINTON,100,5,62,10
IA1750205,VAN WALL EQUIPMENT (MASON CITY),Transient non-community system,Ground water,Cerro Gordo,MASON CITY,34,7,0,4
IA1970207,VERN LAURES AUTO CENTER INC,Transient non-community system,Ground water,Chickasaw,NEW HAMPTON,48,8,62,17
IA0345481,VILLAGE CREEK BIBLE CAMP,Transient non-community system,Ground water,Allamakee,LANSING,166,8,73,7
IA9580203,VINJE PUB,Transient non-community system,Ground water,Winnebago,SCARVILLE,48,4,13,23
IA3342901,VOLGA RIVER REC. AREA,Transient non-community system,Ground water,Fayette,FAYETTE,100,14,1,23
IA7078815,WAHKONSA COUNTRY CLUB,Transient non-community system,Ground water,Cedar,DURANT,60,5,22,11
IA5225214,WALKER HOMESTEAD FARM AND WINERY,Transient non-community system,Ground water,Johnson,IOWA CITY,101,5,2,3
IA5720903,WANATEE PARK,Transient non-community system,Ground water,Linn,MARION,154,14,15,16
IA2320850,WAPSI OAKS COUNTRY CLUB,Transient non-community system,Ground water,Clinton,CALAMUS,60,9,13,8
IA5307200,WAPSIPINICON COUNTRY CLUB,Transient non-community system,Ground water,Jones,ANAMOSA,85,6,41,16
IA5307943,WAPSIPINICON STATE PK-CAMPGROUND/LODGE,Transient non-community system,Ground water,Jones,ANAMOSA,150,6,5,15
IA6525101,WAREHOUSE SPECIALIST LLC,Transient non-community system,Ground water,Mills,COUNCIL BLUFFS,25,5,3,3
IA9630809,WASHINGTON PRAIRIE LUTHERAN CHURCH,Transient non-community system,Ground water,Winneshiek,DECORAH,124,7,34,23
IA3600918,WAUBONSIE ST PK (BRIDLE TRAIL),Transient non-community system,Ground water,Fremont,HAMBURG,66,4,15,9
IA3629932,WAUBONSIE ST PK (OVERLOOK WELL),Transient non-community system,Ground water,Fremont,HAMBURG,229,10,7,8
IA5343801,WAYNE ZION LUTHERAN CHURCH,Transient non-community system,Ground water,Jones,MONTICELLO,52,8,37,16
IA2509201,WEST GRAND GOLF,Transient non-community system,Ground water,Dallas,WEST DES MOINES,157,4,3,7
IA0345402,WEXFORD VALLEY CAMPGROUND,Transient non-community system,Ground water,Allamakee,LANSING,66,5,0,2
IA9778111,WHISKEY CREEK (FEEDLOT),Transient non-community system,Ground water,Woodbury,SIOUX CITY,34,16,1,3
IA3621202,WHISKEY SPRINGS,Transient non-community system,Ground water,Fremont,HAMBURG,25,8,2,1
IA3368750,WHITE HOUSE SUPPER CLUB,Transient non-community system,Ground water,Fayette,SAINT LUCAS,131,6,3,19
IA2258788,WHITE SPRINGS SUPPER CLUB,Transient non-community system,Ground water,Clayton,MCGREGOR,70,8,15,4
IA5765404,WICKIUP HILL OUTDOOR LEARNING CENTER,Transient non-community system,Ground water,Linn,TODDVILLE,60,6,14,13
